Symbol,Exchange,Name,Last_Price,Market_Cap,IPO_Year,Sector,Industry
ALO,AMEX,Alio Gold Inc.,0.7882,66766170.1126,2011,Basic Industries,Precious Metals
ALOT,NASDAQ,"AstroNova, Inc.",24.48,170204397.12,1983,Technology,Computer peripheral equipment
ALPN,NASDAQ,"Alpine Immune Sciences, Inc.",7.46,138465276.34,2015,Health Care,Major Pharmaceuticals
ALP^Q,NYSE,Alabama Power Company,26.0,,1969,,
ALQA,NASDAQ,"Alliqua BioMedical, Inc.",2.8,14014590.8,1969,Health Care,Medical/Dental Instruments
ALRM,NASDAQ,"Alarm.com Holdings, Inc.",67.08,3232069153.56,2015,Technology,Computer Software: Prepackaged Software
ALRN,NASDAQ,"Aileron Therapeutics, Inc.",1.73,25733810.55,2017,Health Care,Major Pharmaceuticals
ALSK,NASDAQ,"Alaska Communications Systems Group, Inc.",1.79,95349417.49,1999,Public Utilities,Telecommunications Equipment
ALSN,NYSE,"Allison Transmission Holdings, Inc.",46.9,5874501334.8,2012,Capital Goods,Auto Parts:O.E.M.
ALT,NASDAQ,"Altimmune, Inc.",3.3,44388646.5,1969,Health Care,Major Pharmaceuticals
ALTM,NASDAQ,Altus Midstream Company,5.81,1887839262.05,2017,Public Utilities,Natural Gas Distribution
ALTR,NASDAQ,Altair Engineering Inc.,36.77,1421894980.75,2017,Technology,Computer Software: Prepackaged Software
ALTY,NASDAQ,Global X SuperDividend Alternatives ETF,14.85,20050499.7,1969,,
ALV,NYSE,"Autoliv, Inc.",80.26,7000366770.16,1969,Capital Goods,Auto Parts:O.E.M.
ALX,NYSE,"Alexander&#39;s, Inc.",388.31,1983211779.9,1969,Consumer Services,Real Estate Investment Trusts
ALXN,NASDAQ,"Alexion Pharmaceuticals, Inc.",141.3,31693590000.0,1996,Health Care,Major Pharmaceuticals
ALYA,NASDAQ,Alithya Group inc.,3.31,160345840.12,1969,Technology,"Computer Software: Programming, Data Processing"
AL^A,NYSE,Air Lease Corporation,25.92,,1969,,
AM,NYSE,Antero Midstream Corporation,13.74,4973685510.3,2017,Public Utilities,Natural Gas Distribution
AMAG,NASDAQ,"AMAG Pharmaceuticals, Inc.",12.92,448493639.6,1969,Health Care,Major Pharmaceuticals
AMAL,NASDAQ,Amalgamated Bank,15.74,500084747.9,2018,Consumer Non-Durables,Textiles
AMAT,NASDAQ,"Applied Materials, Inc.",42.17,40035886321.53,1972,Technology,Semiconductors
AMBA,NASDAQ,"Ambarella, Inc.",45.88,1501413548.72,2012,Technology,Semiconductors
AMBC,NASDAQ,"Ambac Financial Group, Inc.",17.98,815246175.32,1969,Finance,Property-Casualty Insurers
AMBCW,NASDAQ,"Ambac Financial Group, Inc.",8.87,,1969,Finance,Property-Casualty Insurers
AMBO,AMEX,Ambow Education Holding Ltd.,6.0275,130028490.8775,1969,Consumer Services,Other Consumer Services
AMBR,NYSE,"Amber Road, Inc.",9.03,256518451.77,2014,Technology,Computer Software: Prepackaged Software
AMC,NYSE,"AMC Entertainment Holdings, Inc.",16.15,840984053.4,2013,Consumer Services,Movies/Entertainment
AMCA,NASDAQ,iShares Russell 1000 Pure U.S. Revenue ETF,27.9001,11160040.0,1969,,
AMCI,NASDAQ,AMCI Acquisition Corp.,9.84,,2018,Finance,Business Services
AMCIU,NASDAQ,AMCI Acquisition Corp.,10.13,,2018,Finance,Business Services
AMCIW,NASDAQ,AMCI Acquisition Corp.,0.3,,2018,Finance,Business Services
AMCN,NASDAQ,AirMedia Group Inc.,0.4699,4245804.945,2007,Technology,Advertising
AMCX,NASDAQ,AMC Networks Inc.,59.61,3350952425.22,1969,Consumer Services,Television Services
AMD,NASDAQ,"Advanced Micro Devices, Inc.",27.83,30099918411.09,1969,Technology,Semiconductors
AME,NYSE,"AMTEK, Inc.",84.04,19120674573.44,1969,Consumer Durables,Metal Fabrications
AMED,NASDAQ,Amedisys Inc,127.93,4095076655.56,1969,Health Care,Medical/Nursing Services
AMEH,NASDAQ,"Apollo Medical Holdings, Inc.",19.36,693069666.08,1969,Consumer Services,Professional Services
AMG,NYSE,"Affiliated Managers Group, Inc.",110.51,5691349319.13,1969,Finance,Investment Managers
AMGN,NASDAQ,Amgen Inc.,193.89,119426425482.09,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,NYSE,American Homes 4 Rent,23.18,6875001655.98,2013,Consumer Services,Real Estate Investment Trusts
AMH^D,NYSE,American Homes 4 Rent,26.37,,1969,,
AMH^E,NYSE,American Homes 4 Rent,25.95,,1969,,
AMH^F,NYSE,American Homes 4 Rent,24.53,,1969,,
AMH^G,NYSE,American Homes 4 Rent,24.78,,1969,,
AMH^H,NYSE,American Homes 4 Rent,25.4,,1969,,
AMID,NYSE,"American Midstream Partners, LP",5.19,281361380.28,2011,Public Utilities,Natural Gas Distribution
AMKR,NASDAQ,"Amkor Technology, Inc.",8.96,2146569904.64,1998,Technology,Semiconductors
AMN,NYSE,AMN Healthcare Services Inc,49.4,2315137471.4,1969,Technology,Professional Services
AMNB,NASDAQ,"American National Bankshares, Inc.",34.64,303327550.16,1969,Finance,Major Banks
AMOT,NASDAQ,"Allied Motion Technologies, Inc.",36.94,352218651.9,1969,Capital Goods,Electrical Products
AMOV,NASDAQ,"America Movil, S.A.B. de C.V.",15.82,52224065332.6,1969,Public Utilities,Telecommunications Equipment
AMOV,NYSE,"America Movil, S.A.B. de C.V.",15.82,52224065332.6,1969,Public Utilities,Telecommunications Equipment
AMP,NYSE,"AMERIPRISE FINANCIAL SERVICES, INC.",138.54,18758692967.34,1969,Finance,Investment Managers
AMPE,AMEX,"Ampio Pharmaceuticals, Inc.",0.5159,57330872.2602,1969,Health Care,Major Pharmaceuticals
AMPH,NASDAQ,"Amphastar Pharmaceuticals, Inc.",21.04,984436583.44,2014,Health Care,Major Pharmaceuticals
AMR,NASDAQ,"Alta Mesa Resources, Inc.",0.2815,107217458.4865,2017,Energy,Oil & Gas Production
AMRB,NASDAQ,American River Bankshares,12.62,74306080.44,1969,Finance,Major Banks
AMRC,NYSE,"Ameresco, Inc.",16.48,763032338.88,2010,Basic Industries,Engineering & Construction
AMRH,NASDAQ,"Ameri Holdings, Inc.",0.3670000000000001,17259434.911,1969,Technology,Semiconductors
AMRHW,NASDAQ,"Ameri Holdings, Inc.",0.0489,,1969,Technology,Semiconductors
AMRK,NASDAQ,"A-Mark Precious Metals, Inc.",11.1,78049095.0,1969,Basic Industries,Other Specialty Stores
AMRN,NASDAQ,Amarin Corporation plc,19.46,6276063865.4,1969,Health Care,Major Pharmaceuticals
AMRS,NASDAQ,"Amyris, Inc.",3.75,275836833.75,2010,Basic Industries,Major Chemicals
AMRWW,NASDAQ,"Alta Mesa Resources, Inc.",0.0207,,2017,Energy,Oil & Gas Production
AMRX,NYSE,"Amneal Pharmaceuticals, Inc.",13.72,1585041896.2,2018,Health Care,Major Pharmaceuticals
AMS,AMEX,American Shared Hospital Services,2.68,15313520.0,1969,Health Care,Medical Specialities
AMSC,NASDAQ,American Superconductor Corporation,12.96,277574973.12,1991,Consumer Durables,Metal Fabrications
AMSF,NASDAQ,"AMERISAFE, Inc.",58.24,1122283635.2,2005,Finance,Property-Casualty Insurers
AMSWA,NASDAQ,"American Software, Inc.",12.75,396841480.5,1969,Technology,Computer Software: Prepackaged Software
AMT,NYSE,American Tower Corporation (REIT),196.62,86735945217.72,1969,Consumer Services,Real Estate Investment Trusts
AMTB,NASDAQ,Mercantil Bank Holding Corporation,15.85,459428036.6,1969,Finance,Major Banks
AMTBB,NASDAQ,Mercantil Bank Holding Corporation,11.19,159106100.43,1969,Finance,Major Banks
AMTD,NASDAQ,TD Ameritrade Holding Corporation,52.49,29413479852.55,1997,Finance,Investment Bankers/Brokers/Service
AMTX,NASDAQ,"Aemetis, Inc",0.8836,18003736.1332,1969,Basic Industries,Major Chemicals
AMWD,NASDAQ,American Woodmark Corporation,86.81,1464421589.13,1986,Basic Industries,Forest Products
AMX,NYSE,"America Movil, S.A.B. de C.V.",15.82,52224065332.6,1969,Public Utilities,Telecommunications Equipment
AMZN,NASDAQ,"Amazon.com, Inc.",1847.33,907413834783.7,1997,Consumer Services,Catalog/Specialty Distribution
AN,NYSE,"AutoNation, Inc.",36.86,3319568694.96,1969,Consumer Durables,Automotive Aftermarket
ANAB,NASDAQ,"AnaptysBio, Inc.",79.97,2158117122.48,2017,Health Care,Major Pharmaceuticals
ANAT,NASDAQ,American National Insurance Company,119.6,3215709120.0,1969,Finance,Life Insurance
ANCN,NASDAQ,Anchiano Therapeutics Ltd.,6.67,17690000.58,2019,Health Care,Major Pharmaceuticals
ANDA,NASDAQ,Andina Acquisition Corp. III,9.75,135476250.0,2019,Finance,Business Services
ANDAR,NASDAQ,Andina Acquisition Corp. III,0.33,,2019,Finance,Business Services
ANDAU,NASDAQ,Andina Acquisition Corp. III,10.2001,,2019,Finance,Business Services
ANDAW,NASDAQ,Andina Acquisition Corp. III,0.1801,,2019,Finance,Business Services
ANDE,NASDAQ,"The Andersons, Inc.",33.1,1104108689.8,1969,Consumer Services,Farming/Seeds/Milling
ANDX,NYSE,Andeavor Logistics LP,34.64,8505898140.48,2011,Energy,Natural Gas Distribution
ANET,NYSE,"Arista Networks, Inc.",322.25,24404273824.25,2014,Technology,Computer Communications Equipment
ANF,NYSE,Abercrombie & Fitch Company,25.5,1698464118.0,1969,Consumer Services,Clothing/Shoe/Accessory Stores
ANFI,NYSE,Amira Nature Foods Ltd,1.52,61346706.0,2012,Consumer Non-Durables,Packaged Foods
ANGI,NASDAQ,ANGI Homeservices Inc.,15.62,7873086696.42,1969,Consumer Services,Advertising
ANGO,NASDAQ,"AngioDynamics, Inc.",22.91,852616131.54,2004,Health Care,Medical/Dental Instruments
ANH,NYSE,Anworth Mortgage Asset  Corporation,4.1,404116044.9,1969,Consumer Services,Real Estate Investment Trusts
ANH^A,NYSE,Anworth Mortgage Asset  Corporation,26.3,,1969,,
ANH^B,NYSE,Anworth Mortgage Asset  Corporation,23.2,,1969,,
ANH^C,NYSE,Anworth Mortgage Asset  Corporation,24.9901,,1969,,
ANIK,NASDAQ,Anika Therapeutics Inc.,31.72,450794235.84,1969,Health Care,Medical/Dental Instruments
ANIP,NASDAQ,"ANI Pharmaceuticals, Inc.",69.15,821359343.55,1969,Health Care,Major Pharmaceuticals
ANIX,NASDAQ,"Anixa Biosciences, Inc.",4.4,86363767.6,1969,Health Care,Medical Specialities
ANSS,NASDAQ,"ANSYS, Inc.",187.92,15761541193.92,1996,Technology,Computer Software: Prepackaged Software
ANTM,NYSE,"Anthem, Inc.",288.04,74099243700.44,1969,Health Care,Medical Specialities
ANY,NASDAQ,Sphere 3D Corp.,2.52,5690338.92,1969,Technology,EDP Services
AOBC,NASDAQ,American Outdoor Brands Corporation,9.69,528666516.12,1969,Capital Goods,Ordnance And Accessories
AOD,NYSE,Aberdeen Total Dynamic Dividend Fund,8.48,912391514.72,2007,,
AON,NYSE,Aon plc,172.84,41481503555.28,1969,Finance,Specialty Insurers
AOS,NYSE,A.O Smith Corporation,54.19,9096481284.51,1969,Consumer Durables,Consumer Electronics/Appliances
AOSL,NASDAQ,Alpha and Omega Semiconductor Limited,12.3,294467596.5,2010,Technology,Semiconductors
AP,NYSE,Ampco-Pittsburgh Corporation,3.15,39358764.9,1969,Capital Goods,Fluid Controls
APA,NYSE,Apache Corporation,35.72,13427396682.64,1969,Energy,Oil & Gas Production
APAM,NYSE,Artisan Partners Asset Management Inc.,27.61,1535835544.21,2013,Finance,Investment Managers
APC,NYSE,Anadarko Petroleum Corporation,46.8,23490782827.2,1969,Energy,Oil & Gas Production
APD,NYSE,"Air Products and Chemicals, Inc.",193.04,42397601249.84,1969,Basic Industries,Major Chemicals
APDN,NASDAQ,Applied DNA Sciences Inc,0.65,23951107.05,1969,Consumer Services,Other Consumer Services
APDNW,NASDAQ,Applied DNA Sciences Inc,0.0151,,1969,Consumer Services,Other Consumer Services
APEI,NASDAQ,"American Public Education, Inc.",33.47,555138775.2,2007,Consumer Services,Other Consumer Services
APEN,NASDAQ,"Apollo Endosurgery, Inc.",3.45,75600688.35,1969,Health Care,Medical/Dental Instruments
APH,NYSE,Amphenol Corporation,101.87,30366144082.7,1969,Capital Goods,Electrical Products
APHA,NYSE,Aphria Inc.,10.02,2510825648.04,1969,Consumer Durables,Specialty Chemicals
APHB,AMEX,AmpliPhi Biosciences Corporation,0.29,9504660.1,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APLE,NYSE,"Apple Hospitality REIT, Inc.",16.58,3711757636.4,2015,Consumer Services,Real Estate Investment Trusts
APLS,NASDAQ,"Apellis Pharmaceuticals, Inc.",18.69,1052047147.83,2017,Health Care,Major Pharmaceuticals
APM,NASDAQ,Aptorum Group Limited,13.67,411690846.25,2018,Health Care,Major Pharmaceuticals
APO,NYSE,"Apollo Global Management, LLC",28.65,11595905056.8,2011,Finance,Investment Managers
APOG,NASDAQ,"Apogee Enterprises, Inc.",38.83,1055236314.0,1969,Capital Goods,Auto Parts:O.E.M.
APOP,NASDAQ,Cellect Biotechnology Ltd.,0.9944,6432765.6448,2016,Health Care,Medical/Dental Instruments
APOPW,NASDAQ,Cellect Biotechnology Ltd.,0.11,,2016,Health Care,Medical/Dental Instruments
APO^A,NYSE,"Apollo Global Management, LLC",24.8,,1969,,
APO^B,NYSE,"Apollo Global Management, LLC",24.55,,1969,,
APPF,NASDAQ,"AppFolio, Inc.",81.75,1327994660.25,2015,Technology,Computer Software: Prepackaged Software
APPN,NASDAQ,Appian Corporation,31.98,2054872757.34,2017,Technology,Computer Software: Prepackaged Software
APPS,NASDAQ,"Digital Turbine, Inc.",3.66,299594841.24,1969,Miscellaneous,Multi-Sector Companies
APRN,NYSE,"Blue Apron Holdings, Inc.",1.11,215915430.66,2017,Consumer Services,Catalog/Specialty Distribution
APT,AMEX,"Alpha Pro Tech, Ltd.",3.55,47981856.8,1969,Health Care,Industrial Specialties
APTO,NASDAQ,"Aptose Biosciences, Inc.",1.9,76473312.8,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTS,NYSE,"Preferred Apartment Communities, Inc.",15.12,650777909.04,2011,Consumer Services,Real Estate Investment Trusts
APTV,NYSE,Aptiv PLC,88.56,22839563956.32,2011,Capital Goods,Auto Parts:O.E.M.
APTX,NASDAQ,Aptinyx Inc.,3.83,128543268.13,2018,Health Care,Major Pharmaceuticals
APU,NYSE,"AmeriGas Partners, L.P.",35.3,3282837166.0,1969,Consumer Services,Other Specialty Stores
APVO,NASDAQ,Aptevo Therapeutics Inc.,0.82,35210979.58,1969,Health Care,Major Pharmaceuticals
APWC,NASDAQ,Asia Pacific Wire & Cable Corporation Limited,2.31,31923435.39,1969,Basic Industries,Telecommunications Equipment
APY,NYSE,Apergy Corporation,42.06,3253874909.64,2018,Technology,Industrial Machinery/Components
APYX,NASDAQ,Apyx Medical Corporation,4.01,136491654.19,1969,Health Care,Medical/Dental Instruments
AQ,NYSE,Aquantia Corp.,9.15,321845256.75,2017,Technology,Semiconductors
AQB,NASDAQ,"AquaBounty Technologies, Inc.",2.36,50154878.12,1969,,
AQMS,NASDAQ,"Aqua Metals, Inc.",2.97,131748282.27,2015,Basic Industries,Metal Fabrications
AQN,NYSE,Algonquin Power & Utilities Corp.,11.48,5631040404.08,2016,Public Utilities,Electric Utilities: Central
AQNA,NYSE,Algonquin Power & Utilities Corp.,26.56,,2018,Public Utilities,Electric Utilities: Central
AQST,NASDAQ,"Aquestive Therapeutics, Inc.",6.28,156843043.96,2018,Health Care,Major Pharmaceuticals
AQUA,NYSE,Evoqua Water Technologies Corp.,12.93,1475598003.06,2017,Technology,Industrial Machinery/Components
AQXP,NASDAQ,"Aquinox Pharmaceuticals, Inc.",2.64,62138651.52,2014,Health Care,Major Pharmaceuticals
AR,NYSE,Antero Resources Corporation,8.56,2642052731.2,2013,Energy,Oil & Gas Production
ARA,NYSE,"American Renal Associates Holdings, Inc",6.69,217539164.85,2016,Health Care,Hospital/Nursing Management
ARAV,NASDAQ,"Aravive, Inc.",6.58,74199370.0,2014,Health Care,Major Pharmaceuticals
ARAY,NASDAQ,Accuray Incorporated,4.4,386669980.4,2007,Health Care,Medical/Dental Instruments
ARC,NYSE,"ARC Document Solutions, Inc.",2.29,105893870.85,2004,Consumer Services,Professional Services
ARCB,NASDAQ,ArcBest Corporation,33.09,845062148.46,1969,Transportation,Trucking Freight/Courier Services
ARCC,NASDAQ,Ares Capital Corporation,17.33,7387747806.0,2004,,
ARCE,NASDAQ,Arco Platform Limited,32.6,736849226.2,2018,Consumer Services,Other Consumer Services
ARCH,NYSE,"Arch Coal, Inc.",88.98,1549951162.08,2016,Energy,Coal Mining
ARCI,NASDAQ,"Appliance Recycling Centers of America, Inc.",0.5997,5081048.8047,1969,Consumer Services,Home Furnishings
ARCO,NYSE,Arcos Dorados Holdings Inc.,7.1,934310818.3,2011,Consumer Services,Restaurants
ARCT,NASDAQ,Arcturus Therapeutics Ltd.,7.92,85231262.16,2013,Health Care,Major Pharmaceuticals
ARCW,NASDAQ,"ARC Group Worldwide, Inc.",0.8545,19952128.951,1969,Capital Goods,Metal Fabrications
ARD,NYSE,Ardagh Group S.A.,13.81,3263984910.18,2017,Consumer Durables,Containers/Packaging
ARDC,NYSE,"Ares Dynamic Credit Allocation Fund, Inc.",15.05,345584737.05,2012,,
ARDS,NASDAQ,Aridis Pharmaceuticals Inc.,10.15,82288993.5,2018,Health Care,Major Pharmaceuticals
ARDX,NASDAQ,"Ardelyx, Inc.",3.68,230366796.64,2014,Health Care,Major Pharmaceuticals
ARE,NYSE,"Alexandria Real Estate Equities, Inc.",143.84,16248576631.68,1969,Consumer Services,Real Estate Investment Trusts
AREC,NASDAQ,American Resources Corporation,3.9805,46290169.9175,1969,Consumer Services,Other Consumer Services
ARES,NYSE,Ares Management Corporation,23.67,2440695598.2,2014,Finance,Investment Managers
ARES^A,NYSE,Ares Management Corporation,26.78,,1969,,
AREX,NASDAQ,Approach Resources Inc.,0.41,38813880.0,2007,Energy,Oil & Gas Production
ARE^D,NYSE,"Alexandria Real Estate Equities, Inc.",37.77,,1969,,
ARGD,NYSE,"Argo Group International Holdings, Ltd.",25.59,,1969,Finance,Specialty Insurers
ARGO,NYSE,"Argo Group International Holdings, Ltd.",71.62,2432923020.46,1969,Finance,Specialty Insurers
ARGX,NASDAQ,argenx SE,127.51,2656424245.66,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARI,NYSE,Apollo Commercial Real Estate Finance,18.44,2476259619.12,2009,Consumer Services,Real Estate Investment Trusts
ARI^C,NYSE,Apollo Commercial Real Estate Finance,25.56,,1969,,
ARKR,NASDAQ,Ark Restaurants Corp.,19.899,69182475.219,1969,Consumer Services,Restaurants
ARL,NYSE,"American Realty Investors, Inc.",12.07,193084707.32,1969,Finance,Real Estate
ARLO,NYSE,"Arlo Technologies, Inc.",4.14,307416482.46,2018,Consumer Non-Durables,Consumer Electronics/Appliances
ARLP,NASDAQ,"Alliance Resource Partners, L.P.",18.66,2395779624.06,1999,Energy,Coal Mining
ARMK,NYSE,Aramark,30.43,7494817679.57,2013,Consumer Services,Restaurants
ARNA,NASDAQ,"Arena Pharmaceuticals, Inc.",48.0,2374216752.0,2000,Health Care,Major Pharmaceuticals
ARNC,NYSE,Arconic Inc.,20.08,9097910113.84,1969,Capital Goods,Metal Fabrications
ARNC^,AMEX,Arconic Inc.,87.03299999999999,,1969,,
AROC,NYSE,"Archrock, Inc.",10.28,1340660422.64,1969,Public Utilities,Natural Gas Distribution
AROW,NASDAQ,Arrow Financial Corporation,34.14,493953019.56,1969,Finance,Major Banks
ARPO,NASDAQ,"Aerpio Pharmaceuticals, Inc.",1.13,45864444.52,1969,Health Care,Major Pharmaceuticals
ARQL,NASDAQ,"ArQule, Inc.",5.66,617481995.94,1996,Health Care,Major Pharmaceuticals
ARR,NYSE,"ARMOUR Residential REIT, Inc.",19.88,1188576951.24,1969,Consumer Services,Real Estate Investment Trusts
ARRY,NASDAQ,Array BioPharma Inc.,24.55,5357142799.8,2000,Health Care,Major Pharmaceuticals
ARR^A,NYSE,"ARMOUR Residential REIT, Inc.",25.55,,1969,,
ARR^B,NYSE,"ARMOUR Residential REIT, Inc.",25.0752,,1969,,
ARTNA,NASDAQ,Artesian Resources Corporation,36.27,303690197.07,1969,Public Utilities,Water Supply
ARTW,NASDAQ,"Art&#39;s-Way Manufacturing Co., Inc.",2.0235,8694378.5205,1969,Capital Goods,Industrial Machinery/Components
ARTX,NASDAQ,Arotech Corporation,3.095,82338120.335,1994,Miscellaneous,Industrial Machinery/Components
ARVN,NASDAQ,"Arvinas, Inc.",20.15,651425239.4,2018,Health Care,Major Pharmaceuticals
ARW,NYSE,"Arrow Electronics, Inc.",83.06,7075506799.4,1969,Consumer Non-Durables,Electronic Components
ARWR,NASDAQ,"Arrowhead Pharmaceuticals, Inc.",19.49,1836102089.57,1969,Health Care,Major Pharmaceuticals
ARYA,NASDAQ,ARYA Sciences Acquisition Corp.,9.81,141018750.0,2018,Finance,Business Services
ARYAU,NASDAQ,ARYA Sciences Acquisition Corp.,10.47,,2018,Finance,Business Services
ARYAW,NASDAQ,ARYA Sciences Acquisition Corp.,1.5,,2018,Finance,Business Services
ASA,NYSE,ASA Gold and Precious Metals Limited,10.3,198687000.0,1969,,
ASB,NYSE,Associated Banc-Corp,22.17,3652484288.01,1969,Finance,Major Banks
ASB^C,NYSE,Associated Banc-Corp,25.81,,1969,,
ASB^D,NYSE,Associated Banc-Corp,24.65,,1969,,
ASB^E,NYSE,Associated Banc-Corp,25.55,,1969,,
ASC,NYSE,Ardmore Shipping Corporation,6.37,210833183.47,2013,Transportation,Marine Transportation
ASCMA,NASDAQ,"Ascent Capital Group, Inc.",0.6701,8103416.1046,1969,Consumer Services,Other Consumer Services
ASET,NASDAQ,FlexShares Real Assets Allocation Index Fund,29.13,10195529.13,1969,,
ASFI,NASDAQ,"Asta Funding, Inc.",4.7185,31545130.6775,1995,Finance,Finance Companies
ASG,NYSE,"Liberty All-Star Growth Fund, Inc.",5.67,210374741.43,1969,,
ASGN,NYSE,ASGN Incorporated,66.04,3477352577.92,1992,Technology,Professional Services
ASH,NYSE,Ashland Global Holdings Inc.,79.3,4965646574.2,1969,Consumer Durables,Specialty Chemicals
ASIX,NYSE,AdvanSix Inc.,30.39,882114271.35,2016,Basic Industries,Major Chemicals
ASLN,NASDAQ,ASLAN Pharmaceuticals Limited,4.13,24671822.91,2018,Health Care,Major Pharmaceuticals
ASM,AMEX,Avino Silver,0.5876,37708030.1208,1969,Basic Industries,Precious Metals
ASMB,NASDAQ,"Assembly Biosciences, Inc.",18.87,482123914.59,1969,Health Care,Major Pharmaceuticals
ASML,NASDAQ,ASML Holding N.V.,199.79,14327095537.46,1995,Technology,Industrial Machinery/Components
ASNA,NASDAQ,"Ascena Retail Group, Inc.",1.21,239056466.88,1969,Consumer Services,Clothing/Shoe/Accessory Stores
